County,Race,Candidate,Party,Votes,PercentageOfTotalVotes,JurisdictionName
Stevens,Supreme Court Justice Position 9,Sheryl Gordon McCloud,,8440,100,Judicial
Stevens,"Court of Appeals, Division 3, District 1 Judge Position 1",Laurel Siddoway,,8489,100,Judicial
Stevens,SD 209 ORIENT Replacement Educational Programs and Operation Levy ,Levy Yes,,100,44.6429,School
Stevens,SD 209 ORIENT Replacement Educational Programs and Operation Levy ,Levy No,,124,55.3571,School
Stevens,FIRE DISTRICT - 001 Stevens County Fire Protection District No. 1|REPLACEMENT EMERGENCY MEDICAL CARE AND SERVICE LEVY STEVENS COUNTY FIRE PROTECTION DISTRICT NO. 1|PROPOSITION 1,Levy Yes,,2084,52.035,Fire
Stevens,FIRE DISTRICT - 001 Stevens County Fire Protection District No. 1|REPLACEMENT EMERGENCY MEDICAL CARE AND SERVICE LEVY STEVENS COUNTY FIRE PROTECTION DISTRICT NO. 1|PROPOSITION 1,Levy No,,1921,47.965,Fire
Stevens,PUBLIC UTILITY DISTRICT - 001 Commissioner #3,Dwight Morgan,,8762,100,Public Utility
Thurston,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,,38188,44.4475,State Executive
Thurston,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,,47729,55.5525,State Executive
Thurston,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,,46575,54.3155,State Executive
Thurston,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,,39174,45.6845,State Executive
Thurston,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,,50113,58.2845,State Executive
Thurston,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,,35867,41.7155,State Executive
Thurston,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,,49406,57.5975,State Executive
Thurston,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,,36372,42.4025,State Executive
Thurston,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,,42215,51.7144,State Executive
Thurston,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,,39416,48.2856,State Executive
Thurston,United States U.S. Senator,Maria Cantwell,(Prefers Democratic Party),49938,58.251,Federal
Thurston,United States U.S. Senator,Susan Hutchison,(Prefers Republican Party),35791,41.749,Federal
Thurston,Congressional District 3 U.S. Representative,Jaime Herrera Beutler,(Prefers Republican Party),2282,63.5655,Congressional
Thurston,Congressional District 3 U.S. Representative,Carolyn Long,(Prefers Democratic Party),1308,36.4345,Congressional
Thurston,Congressional District 10 U.S. Representative,Denny Heck,(Prefers Democratic Party),51988,64.344,Congressional
Thurston,Congressional District 10 U.S. Representative,Joseph Brumbles ,(Prefers Republican Party),28809,35.656,Congressional
Thurston,Legislative District 2 State Representative Pos. 1,Andrew Barkis,(Prefers Republican Party),8037,56.1871,Legislative
Thurston,Legislative District 2 State Representative Pos. 1,Anneliese Feld,(Prefers Democratic Party),6267,43.8129,Legislative
Thurston,Legislative District 2 State Representative Pos. 2,JT Wilcox,(Prefers Republican Party),10357,100,Legislative
Thurston,Legislative District 20 State Representative Pos. 1,Richard DeBolt,(Prefers GOP Party),4258,57.9556,Legislative
Thurston,Legislative District 20 State Representative Pos. 1,John Thompson,(Prefers Democratic Party),3089,42.0444,Legislative
Thurston,Legislative District 20 State Representative Pos. 2,Ed Orcutt,(Prefers Republican Party),4463,59.9141,Legislative
Thurston,Legislative District 20 State Representative Pos. 2,Brennan Bailey,(Prefers Democratic Party),2986,40.0859,Legislative
Thurston,Legislative District 22 State Representative Pos. 1,Laurie Dolan,(Prefers Democratic Party),32879,70.2603,Legislative
Thurston,Legislative District 22 State Representative Pos. 1,C Davis,(Prefers Independent Party),13917,29.7397,Legislative
Thurston,Legislative District 22 State Representative Pos. 2,Beth Doglio,(Prefers Democratic Party),32334,70.0993,Legislative
Thurston,Legislative District 22 State Representative Pos. 2,Allen Acosta,(Prefers Libertarian Party),13792,29.9007,Legislative
Thurston,Legislative District 35 State Senator,Irene Bowling,(Prefers Democratic Party),6402,49.4287,Legislative
Thurston,Legislative District 35 State Senator,Tim Sheldon,(Prefers Democratic Party),6550,50.5713,Legislative
Thurston,Legislative District 35 State Representative Pos. 1,Dan Griffey,(Prefers Republican Party),7603,53.0639,Legislative
Thurston,Legislative District 35 State Representative Pos. 1,James Thomas,(Prefers Democratic Party),6725,46.9361,Legislative
Thurston,Legislative District 35 State Representative Pos. 2,David Daggett,(Prefers Democratic Party),7697,53.4811,Legislative
Thurston,Legislative District 35 State Representative Pos. 2,Drew C. MacEwen,(Prefers Republican Party),6695,46.5189,Legislative
Thurston,County of Thurston Assessor,Steven J. Drew,(Prefers Democratic Party),58398,100,County
Thurston,County of Thurston Auditor,Mary Hall,(Prefers Democratic Party),48977,61.2833,County
Thurston,County of Thurston Auditor,Stuart Holmes,(Prefers Independent Party),30942,38.7167,County
Thurston,County of Thurston Clerk,Linda Enlow,(Prefers Democratic Party),57893,100,County
Thurston,County of Thurston Commissioner District No. 3,Bud Blake,(Prefers Independent Party),39286,48.9759,County
Thurston,County of Thurston Commissioner District No. 3,Tye Menser,(Prefers Democratic Party),40929,51.0241,County
Thurston,County of Thurston Coroner,Gary Warnock,(Prefers Democratic Party),59494,100,County
Thurston,County of Thurston Prosecuting Attorney,Jon Tunheim,(Prefers Democratic Party),36723,54.9614,County
Thurston,County of Thurston Prosecuting Attorney,Victor M. Minjares,(Prefers Democratic Party),30093,45.0386,County
Thurston,County of Thurston Sheriff,John D. Snaza,(Prefers Independent Party),64000,100,County
Thurston,County of Thurston Treasurer,Jeff Gadman,(Prefers Democratic Party),57057,100,County
Thurston,County of Thurston District Court Judge Pos. 1,Kalo Wilcox,,55973,100,County
Thurston,County of Thurston District Court Judge Pos. 2,Sam Meyer,,55797,100,County
Thurston,County of Thurston District Court Judge Pos. 3,Brett Buckley,,55704,100,County
Thurston,Supreme Court Justice Position 2,Susan Owens,,57750,100,Judicial
Thurston,Supreme Court Justice Position 8,Nathan Choi,,22242,31.4833,Judicial
Thurston,Supreme Court Justice Position 8,Steve Gonzalez,,48405,68.5167,Judicial
Thurston,Supreme Court Justice Position 9,Sheryl Gordon McCloud,,56921,100,Judicial
Thurston,"Court of Appeals, Division 2, District 2 Judge Position 2",Rebecca Glasgow,,55884,100,Judicial
Thurston,"Thurston Public Utility District Commissioner, District No. 1",Linda L. Oosterman,,40687,58.387,Public Utility
Thurston,"Thurston Public Utility District Commissioner, District No. 1",Andrew Saturn,,28998,41.613,Public Utility
Thurston,City of Lacey Formation and Funding of New Lacey Metropolitan Park District ,"For the formation of the Lacey Metropolitan Park District, to be governed by the Lacey City Council as ex officio board of parks commissioners.",,5899,46.3103,City/Town
Thurston,City of Lacey Formation and Funding of New Lacey Metropolitan Park District ,Against the formation of a metropolitan park district.,,6839,53.6897,City/Town
Thurston,City of Tumwater Formation and Funding of New Tumwater Metropolitan Park District ,"For the formation of the Tumwater Metropolitan Park District, to be governed by the Tumwater City Council as the ex officio board of parks commissioners.",,3650,51.5901,City/Town
Thurston,City of Tumwater Formation and Funding of New Tumwater Metropolitan Park District ,Against the formation of a metropolitan park district.,,3425,48.4099,City/Town
Thurston,Fire Protection District No. 08 - South Bay Multiple Year Levy Lid Lift ,Approved,,2791,58.6961,Fire
Thurston,Fire Protection District No. 08 - South Bay Multiple Year Levy Lid Lift ,Rejected,,1964,41.3039,Fire
Thurston,Fire Protection District No. 09 Increase Board of Fire Commissioners from Three to Five ,Yes,,3742,68.8247,Fire
Thurston,Fire Protection District No. 09 Increase Board of Fire Commissioners from Three to Five ,No,,1695,31.1753,Fire
Thurston,Fire Protection District No. 12 Increase Board of Fire Commissioners from Three to Five ,Yes,,1128,59.7141,Fire
Thurston,Fire Protection District No. 12 Increase Board of Fire Commissioners from Three to Five ,No,,761,40.2859,Fire
Thurston,"Intercity Transit Maintain, Improve and Expand Public Transportation Services ",Approved,,33109,64.7545,Transportation
Thurston,"Intercity Transit Maintain, Improve and Expand Public Transportation Services ",Rejected,,18021,35.2455,Transportation
Wahkiakum,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,,614,29.266,State Executive
Wahkiakum,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,,1484,70.734,State Executive
Wahkiakum,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,,1116,52.9663,State Executive
Wahkiakum,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,,991,47.0337,State Executive
Wahkiakum,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,,767,36.0602,State Executive
Wahkiakum,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,,1360,63.9398,State Executive
Wahkiakum,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,,1049,49.7156,State Executive
Wahkiakum,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,,1061,50.2844,State Executive
Wahkiakum,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,,1397,68.9877,State Executive
Wahkiakum,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,,628,31.0123,State Executive
Wahkiakum,United States U.S. Senator,Maria Cantwell,(Prefers Democratic Party),955,45.175,Federal
Wahkiakum,United States U.S. Senator,Susan Hutchison,(Prefers Republican Party),1159,54.825,Federal
Wahkiakum,Congressional District 3 U.S. Representative,Jaime Herrera Beutler,(Prefers Republican Party),1227,57.7956,Congressional
Wahkiakum,Congressional District 3 U.S. Representative,Carolyn Long,(Prefers Democratic Party),896,42.2044,Congressional
Wahkiakum,Legislative District 19 State Representative Pos. 1,Jim Walsh,(Prefers Republican Party),1186,56.584,Legislative
Wahkiakum,Legislative District 19 State Representative Pos. 1,Erin Frasier,(Prefers Democratic Party),910,43.416,Legislative
Wahkiakum,Legislative District 19 State Representative Pos. 2,Brian E. Blake,(Prefers Democratic Party),1047,49.3402,Legislative
Wahkiakum,Legislative District 19 State Representative Pos. 2,Joel McEntire,(Prefers Republican Party),1075,50.6598,Legislative
Wahkiakum,WAHKIAKUM COUNTY County Assessor,Brian McClain ,(Prefers Independent  Party),984,47.285,County
Wahkiakum,WAHKIAKUM COUNTY County Assessor,Bill Coons,(Prefers Independent Party),1097,52.715,County
Wahkiakum,WAHKIAKUM COUNTY County Auditor,Nicci Bergseng ,(Prefers Independent  Party),1211,59.5965,County
Wahkiakum,WAHKIAKUM COUNTY County Auditor,Matt Kuhl ,(Prefers Independent  Party),821,40.4035,County
Wahkiakum,WAHKIAKUM COUNTY County Clerk,Kay M. Holland,(Prefers Democratic Party),1667,100,County
Wahkiakum,WAHKIAKUM COUNTY Commissioner #3,Blair H. Brady ,(Prefers Democratic  Party),1051,50.3594,County
Wahkiakum,WAHKIAKUM COUNTY Commissioner #3,Eugene C &quot;Gene&quot; Strong ,(Prefers Independent  Party),1036,49.6406,County
Wahkiakum,WAHKIAKUM COUNTY District Court Judge,Heidi Heywood,,1639,100,County
Wahkiakum,WAHKIAKUM COUNTY Prosecuting Attorney,Dan Bigelow,(Prefers Democtratic Party),1310,62.2328,County
Wahkiakum,WAHKIAKUM COUNTY Prosecuting Attorney,Stewart D. Feil,(Prefers Independent Party),795,37.7672,County
Wahkiakum,WAHKIAKUM COUNTY County Sheriff,Mark C. Howie ,(Prefers Independent  Party),1274,59.8684,County
Wahkiakum,WAHKIAKUM COUNTY County Sheriff,Graham Phalen ,(Prefers Republican  Party),854,40.1316,County
Wahkiakum,WAHKIAKUM COUNTY County Treasurer,Tammy Peterson ,(Prefers Democratic  Party),1632,100,County
Wahkiakum,Supreme Court Justice Position 2,Susan Owens,,1450,100,Judicial
Wahkiakum,Supreme Court Justice Position 8,Nathan Choi,,673,41.2377,Judicial
Wahkiakum,Supreme Court Justice Position 8,Steve Gonzalez,,959,58.7623,Judicial
Wahkiakum,Supreme Court Justice Position 9,Sheryl Gordon McCloud,,1389,100,Judicial
Wahkiakum,"Court of Appeals, Division 2, District 3 Judge Position 1",Rich Melnick,,1341,100,Judicial
Wahkiakum,PUBLIC UTILITY DISTRICT COUNTYWIDE Commissioner #2,Robert L. Jungers,,1490,100,Public Utility
Walla Walla,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,,4656,32.7265,State Executive
Walla Walla,State Measures Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,,9571,67.2735,State Executive
Walla Walla,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,,8458,59.4629,State Executive
Walla Walla,State Measures Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,,5766,40.5371,State Executive
Walla Walla,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,,6732,47.1198,State Executive
Walla Walla,State Measures Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,,7555,52.8802,State Executive
Walla Walla,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,,6870,48.4622,State Executive
Walla Walla,State Measures Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,,7306,51.5378,State Executive
Walla Walla,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,,8815,65.1949,State Executive
Walla Walla,Advisory Votes Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,,4706,34.8051,State Executive
Walla Walla,United States U.S. Senator,Maria Cantwell,(Prefers Democratic Party),6399,44.7545,Federal
Walla Walla,United States U.S. Senator,Susan Hutchison,(Prefers Republican Party),7899,55.2455,Federal
Walla Walla,Congressional District 4 U.S. Representative,Dan Newhouse,(Prefers Republican Party),901,77.6055,Congressional
Walla Walla,Congressional District 4 U.S. Representative,Christine Brown,(Prefers Democratic Party),260,22.3945,Congressional
Walla Walla,Congressional District 5 U.S. Representative,Cathy McMorris Rodgers,(Prefers Republican Party),7332,55.8161,Congressional
Walla Walla,Congressional District 5 U.S. Representative,Lisa Brown,(Prefers Democratic Party),5804,44.1839,Congressional
Walla Walla,Legislative District 16 State Representative Pos. 1,William 'Bill' Jenkin,(Prefers Republican Party),8496,60.1019,Legislative
Walla Walla,Legislative District 16 State Representative Pos. 1,Everett Maroon,(Prefers Democratic Party),5640,39.8981,Legislative
Walla Walla,Legislative District 16 State Representative Pos. 2,Rebecca Francik,(Prefers Democratic Party),5427,38.2911,Legislative
